,municipality_id,usage,total_capacity
4620,6,597.0,3113.0
4621,6,801.0,3113.0
4622,6,1061.0,3113.0
4623,6,1219.0,3113.0
4624,6,1297.0,3113.0
4625,6,1306.0,3113.0
4626,6,1297.0,3113.0
4627,6,1271.0,3113.0
4628,6,1136.0,3113.0
4629,6,1028.0,3113.0
4630,6,659.0,3113.0
4631,6,769.0,3113.0
4632,6,1012.0,3113.0
4633,6,1191.0,3113.0
4634,6,1268.0,3113.0
4635,6,1288.0,3113.0
4636,6,1257.0,3113.0
4637,6,1201.0,3113.0
4638,6,1065.0,3113.0
4639,6,1001.0,3113.0
4640,6,701.0,3113.0
4641,6,905.0,3113.0
4642,6,1008.0,3113.0
4643,6,1193.0,3113.0
4644,6,1238.0,3113.0
4645,6,1292.0,3113.0
4646,6,1205.0,3113.0
4647,6,1133.0,3113.0
4648,6,1090.0,3113.0
4649,6,982.0,3113.0
4650,6,636.8461538461538,
4651,6,830.0,3113.0
4652,6,1085.0,3113.0
4653,6,1171.0,3113.0
4654,6,1192.0,3113.0
4655,6,1217.0,3113.0
4656,6,1199.0,3113.0
4657,6,1134.0,3113.0
4658,6,1048.0,3113.0
4659,6,905.0,3113.0
4660,6,637.0,3113.0
4661,6,683.0,3113.0
4662,6,711.0,3113.0
4663,6,797.0,3113.0
4664,6,827.0,3113.0
4665,6,907.0,3113.0
4666,6,1000.0,3113.0
4667,6,1127.0,3113.0
4668,6,1127.0,3113.0
4669,6,1135.0,3113.0
4670,6,636.8461538461538,
4671,6,539.0,3113.0
4672,6,586.0,3113.0
4673,6,612.0,3113.0
4674,6,677.0,3113.0
4675,6,677.0,3113.0
4676,6,686.0,3113.0
4677,6,705.0,3113.0
4678,6,698.0,3113.0
4679,6,663.0,3113.0
4680,6,636.8461538461538,
4681,6,630.0,3113.0
4682,6,855.0,3113.0
4683,6,1044.0,3113.0
4684,6,1090.0,3113.0
4685,6,1102.0,3113.0
4686,6,1100.0,3113.0
4687,6,1081.0,3113.0
4688,6,965.0,3113.0
4689,6,850.0,3113.0
4690,6,636.8461538461538,
4691,6,840.0,3113.0
4692,6,1051.0,3113.0
4693,6,1183.0,3113.0
4694,6,1226.0,3113.0
4695,6,1268.0,3113.0
4696,6,1274.0,3113.0
4697,6,1247.0,3113.0
4698,6,1164.0,3113.0
4699,6,1026.0,3113.0
4700,6,636.8461538461538,
4701,6,756.0,3113.0
4702,6,935.0,3113.0
4703,6,1096.0,3113.0
4704,6,1176.0,3113.0
4705,6,1235.0,3113.0
4706,6,1248.0,3113.0
4707,6,1211.0,3113.0
4708,6,1149.0,3113.0
4709,6,970.0,3113.0
4710,6,665.0,3113.0
4711,6,751.0,3113.0
4712,6,992.0,3113.0
4713,6,1082.0,3113.0
4714,6,1170.0,3113.0
4715,6,1192.0,3113.0
4716,6,1228.0,3113.0
4717,6,1195.0,3113.0
4718,6,1150.0,3113.0
4719,6,1026.0,3113.0
4720,6,636.8461538461538,
4721,6,775.0,3113.0
4722,6,1013.0,3113.0
4723,6,1150.0,3113.0
4724,6,1237.0,3113.0
4725,6,1253.0,3113.0
4726,6,1269.0,3113.0
4727,6,1232.0,3113.0
4728,6,1134.0,3113.0
4729,6,949.0,3113.0
4730,6,636.8461538461538,
4731,6,549.0,3113.0
4732,6,610.0,3113.0
4733,6,713.0,3113.0
4734,6,765.0,3113.0
4735,6,835.0,3113.0
4736,6,1006.0,3113.0
4737,6,1071.0,3113.0
4738,6,1069.0,3113.0
4739,6,1058.0,3113.0
4740,6,636.8461538461538,
4741,6,674.0,3113.0
4742,6,930.0,3113.0
4743,6,1073.0,3113.0
4744,6,1172.0,3113.0
4745,6,1278.0,3113.0
4746,6,1288.0,3113.0
4747,6,1074.0,3113.0
4748,6,939.0,3113.0
4749,6,696.0,3113.0
4750,6,636.8461538461538,
4751,6,674.0,3113.0
4752,6,862.0,3113.0
4753,6,1017.0,3113.0
4754,6,1114.0,3113.0
4755,6,1181.0,3113.0
4756,6,1200.0,3113.0
4757,6,1214.0,3113.0
4758,6,1157.0,3113.0
4759,6,1151.0,3113.0
4760,6,636.8461538461538,
4761,6,763.0,3113.0
4762,6,993.0,3113.0
4763,6,1194.0,3113.0
4764,6,1283.0,3113.0
4765,6,1332.0,3113.0
4766,6,1351.0,3113.0
4767,6,1318.0,3113.0
4768,6,1278.0,3113.0
4769,6,1163.0,3113.0
4770,6,636.8461538461538,
4771,6,1016.0,3113.0
4772,6,1219.0,3113.0
4773,6,1355.0,3113.0
4774,6,1411.0,3113.0
