,municipality_id,usage,total_capacity
770,1,129.0,397.0
771,1,164.0,397.0
772,1,245.0,397.0
773,1,317.0,397.0
774,1,341.0,397.0
775,1,343.0,397.0
776,1,342.0,397.0
777,1,341.0,397.0
778,1,303.0,397.0
779,1,279.0,397.0
780,1,155.0,397.0
781,1,178.0,397.0
782,1,265.0,397.0
783,1,346.0,397.0
784,1,349.0,397.0
785,1,352.0,397.0
786,1,354.0,397.0
787,1,345.0,397.0
788,1,315.0,397.0
789,1,293.0,397.0
790,1,107.0,397.0
791,1,166.0,397.0
792,1,201.0,397.0
793,1,296.0,397.0
794,1,309.0,397.0
795,1,339.0,397.0
796,1,337.0,397.0
797,1,316.0,397.0
798,1,305.0,397.0
799,1,269.0,397.0
800,1,134.15384615384616,
801,1,135.0,397.0
802,1,208.0,397.0
803,1,255.0,397.0
804,1,263.0,397.0
805,1,285.0,397.0
806,1,295.0,397.0
807,1,295.0,397.0
808,1,269.0,397.0
809,1,225.0,397.0
810,1,65.0,397.0
811,1,101.0,397.0
812,1,137.0,397.0
813,1,225.0,397.0
814,1,242.0,397.0
815,1,279.0,397.0
816,1,339.0,397.0
817,1,354.0,397.0
818,1,353.0,397.0
819,1,347.0,397.0
820,1,134.15384615384616,
821,1,101.0,397.0
822,1,138.0,397.0
823,1,165.0,397.0
824,1,256.0,397.0
825,1,298.0,397.0
826,1,353.0,397.0
827,1,353.0,397.0
828,1,341.0,397.0
829,1,295.0,397.0
830,1,134.15384615384616,
831,1,103.0,397.0
832,1,162.0,397.0
833,1,244.0,397.0
834,1,264.0,397.0
835,1,280.0,397.0
836,1,302.0,397.0
837,1,293.0,397.0
838,1,266.0,397.0
839,1,241.0,397.0
840,1,134.15384615384616,
841,1,202.0,397.0
842,1,285.0,397.0
843,1,343.0,397.0
844,1,337.0,397.0
845,1,347.0,397.0
846,1,351.0,397.0
847,1,352.0,397.0
848,1,351.0,397.0
849,1,312.0,397.0
850,1,134.15384615384616,
851,1,209.0,397.0
852,1,274.0,397.0
853,1,334.0,397.0
854,1,351.0,397.0
855,1,354.0,397.0
856,1,354.0,397.0
857,1,340.0,397.0
858,1,330.0,397.0
859,1,282.0,397.0
860,1,129.0,397.0
861,1,155.0,397.0
862,1,250.0,397.0
863,1,278.0,397.0
864,1,352.0,397.0
865,1,351.0,397.0
866,1,353.0,397.0
867,1,334.0,397.0
868,1,324.0,397.0
869,1,326.0,397.0
870,1,134.15384615384616,
871,1,130.0,397.0
872,1,193.0,397.0
873,1,246.0,397.0
874,1,282.0,397.0
875,1,304.0,397.0
876,1,324.0,397.0
877,1,323.0,397.0
878,1,308.0,397.0
879,1,260.0,397.0
880,1,134.15384615384616,
881,1,116.0,397.0
882,1,176.0,397.0
883,1,239.0,397.0
884,1,299.0,397.0
885,1,344.0,397.0
886,1,354.0,397.0
887,1,354.0,397.0
888,1,354.0,397.0
889,1,353.0,397.0
890,1,134.15384615384616,
891,1,166.0,397.0
892,1,345.0,397.0
893,1,354.0,397.0
894,1,354.0,397.0
895,1,354.0,397.0
896,1,354.0,397.0
897,1,354.0,397.0
898,1,315.0,397.0
899,1,262.0,397.0
900,1,134.15384615384616,
901,1,118.0,397.0
902,1,171.0,397.0
903,1,242.0,397.0
904,1,285.0,397.0
905,1,292.0,397.0
906,1,298.0,397.0
907,1,300.0,397.0
908,1,268.0,397.0
909,1,243.0,397.0
910,1,134.15384615384616,
911,1,185.0,397.0
912,1,240.0,397.0
913,1,318.0,397.0
914,1,343.0,397.0
915,1,345.0,397.0
916,1,349.0,397.0
917,1,341.0,397.0
918,1,327.0,397.0
919,1,266.0,397.0
920,1,134.15384615384616,
921,1,215.0,397.0
922,1,294.0,397.0
923,1,348.0,397.0
924,1,347.0,397.0
925,1,354.0,397.0
926,1,354.0,397.0
927,1,353.0,397.0
928,1,336.0,397.0
929,1,289.0,397.0
930,1,134.15384615384616,
931,1,161.84722222222223,
932,1,231.05555555555554,
933,1,296.5,
934,1,340.0416666666667,
935,1,359.0833333333333,
936,1,368.25,
937,1,366.40277777777777,
938,1,352.90277777777777,
939,1,323.77777777777777,
940,1,134.15384615384616,
941,1,161.84722222222223,
942,1,231.05555555555554,
943,1,296.5,
944,1,340.0416666666667,
945,1,359.0833333333333,
946,1,368.25,
947,1,366.40277777777777,
948,1,352.90277777777777,
949,1,323.77777777777777,
950,1,61.0,397.0
951,1,83.0,397.0
952,1,128.0,397.0
953,1,187.0,397.0
954,1,259.0,397.0
955,1,343.0,397.0
956,1,353.0,397.0
957,1,353.0,397.0
958,1,349.0,397.0
959,1,313.0,397.0
960,1,76.0,397.0
961,1,98.0,397.0
962,1,135.0,397.0
963,1,236.0,397.0
964,1,322.0,397.0
965,1,354.0,397.0
966,1,354.0,397.0
967,1,354.0,397.0
968,1,350.0,397.0
969,1,301.0,397.0
970,1,61.0,397.0
971,1,86.0,397.0
972,1,154.0,397.0
973,1,182.0,397.0
974,1,228.0,397.0
975,1,308.0,397.0
976,1,319.0,397.0
977,1,308.0,397.0
978,1,285.0,397.0
979,1,272.0,397.0
980,1,134.15384615384616,
981,1,142.0,397.0
982,1,227.0,397.0
983,1,272.0,397.0
984,1,306.0,397.0
985,1,353.0,397.0
986,1,352.0,397.0
987,1,355.0,397.0
988,1,344.0,397.0
989,1,271.0,397.0
990,1,130.0,397.0
991,1,191.0,397.0
992,1,265.0,397.0
993,1,321.0,397.0
994,1,350.0,397.0
995,1,354.0,397.0
996,1,354.0,397.0
997,1,354.0,397.0
998,1,337.0,397.0
999,1,292.0,397.0
1000,1,82.0,397.0
1001,1,152.0,397.0
1002,1,211.0,397.0
1003,1,255.0,397.0
1004,1,305.0,397.0
1005,1,350.0,397.0
1006,1,354.0,397.0
1007,1,354.0,397.0
1008,1,336.0,397.0
1009,1,282.0,397.0
1010,1,134.15384615384616,
1011,1,121.0,397.0
1012,1,161.0,397.0
1013,1,241.0,397.0
1014,1,271.0,397.0
1015,1,298.0,397.0
1016,1,334.0,397.0
1017,1,344.0,397.0
1018,1,346.0,397.0
1019,1,310.0,397.0
1020,1,88.0,397.0
1021,1,104.0,397.0
1022,1,174.0,397.0
1023,1,286.0,397.0
1024,1,318.0,397.0
1025,1,354.0,397.0
1026,1,354.0,397.0
1027,1,354.0,397.0
1028,1,354.0,397.0
1029,1,338.0,397.0
1030,1,79.0,397.0
1031,1,95.0,397.0
1032,1,154.0,397.0
1033,1,212.0,397.0
1034,1,265.0,397.0
1035,1,275.0,397.0
1036,1,327.0,397.0
1037,1,334.0,397.0
1038,1,339.0,397.0
1039,1,216.0,397.0
1040,1,134.15384615384616,
1041,1,113.0,397.0
1042,1,164.0,397.0
1043,1,231.0,397.0
1044,1,279.0,397.0
1045,1,288.0,397.0
1046,1,308.0,397.0
1047,1,302.0,397.0
1048,1,276.0,397.0
1049,1,255.0,397.0
1050,1,100.0,397.0
1051,1,146.0,397.0
1052,1,224.0,397.0
1053,1,273.0,397.0
1054,1,304.0,397.0
1055,1,300.0,397.0
1056,1,310.0,397.0
1057,1,313.0,397.0
1058,1,284.0,397.0
1059,1,260.0,397.0
1060,1,134.15384615384616,
1061,1,157.0,397.0
1062,1,208.0,397.0
1063,1,273.0,397.0
1064,1,312.0,397.0
1065,1,328.0,397.0
1066,1,343.0,397.0
1067,1,322.0,397.0
1068,1,308.0,397.0
1069,1,268.0,397.0
1070,1,134.15384615384616,
1071,1,168.0,397.0
1072,1,195.0,397.0
1073,1,243.0,397.0
1074,1,290.0,397.0
1075,1,310.0,397.0
1076,1,319.0,397.0
1077,1,295.0,397.0
