,municipality_id,usage,total_capacity
6160,8,556.0,2947.0
6161,8,857.0,2947.0
6162,8,1172.0,2947.0
6163,8,1363.0,2947.0
6164,8,1399.0,2947.0
6165,8,1406.0,2947.0
6166,8,1376.0,2947.0
6167,8,1361.0,2947.0
6168,8,1222.0,2947.0
6169,8,1130.0,2947.0
6170,8,603.0,2947.0
6171,8,745.0,2947.0
6172,8,1092.0,2947.0
6173,8,1297.0,2947.0
6174,8,1349.0,2947.0
6175,8,1390.0,2947.0
6176,8,1395.0,2947.0
6177,8,1359.0,2947.0
6178,8,1232.0,2947.0
6179,8,1161.0,2947.0
6180,8,554.0,2947.0
6181,8,867.0,2947.0
6182,8,992.0,2947.0
6183,8,1281.0,2947.0
6184,8,1312.0,2947.0
6185,8,1357.0,2947.0
6186,8,1349.0,2947.0
6187,8,1280.0,2947.0
6188,8,1255.0,2947.0
6189,8,1132.0,2947.0
6190,8,517.4230769230769,
6191,8,664.0,2947.0
6192,8,988.0,2947.0
6193,8,1092.0,2947.0
6194,8,1099.0,2947.0
6195,8,1145.0,2947.0
6196,8,1133.0,2947.0
6197,8,1121.0,2947.0
6198,8,1051.0,2947.0
6199,8,895.0,2947.0
6200,8,352.0,2947.0
6201,8,411.0,2947.0
6202,8,442.0,2947.0
6203,8,552.0,2947.0
6204,8,567.0,2947.0
6205,8,620.0,2947.0
6206,8,729.0,2947.0
6207,8,808.0,2947.0
6208,8,811.0,2947.0
6209,8,819.0,2947.0
6210,8,517.4230769230769,
6211,8,396.0,2947.0
6212,8,439.0,2947.0
6213,8,481.0,2947.0
6214,8,581.0,2947.0
6215,8,602.0,2947.0
6216,8,667.0,2947.0
6217,8,694.0,2947.0
6218,8,705.0,2947.0
6219,8,662.0,2947.0
6220,8,517.4230769230769,
6221,8,610.0,2947.0
6222,8,918.0,2947.0
6223,8,1129.0,2947.0
6224,8,1202.0,2947.0
6225,8,1230.0,2947.0
6226,8,1253.0,2947.0
6227,8,1223.0,2947.0
6228,8,1110.0,2947.0
6229,8,980.0,2947.0
6230,8,517.4230769230769,
6231,8,865.0,2947.0
6232,8,1179.0,2947.0
6233,8,1364.0,2947.0
6234,8,1381.0,2947.0
6235,8,1422.0,2947.0
6236,8,1427.0,2947.0
6237,8,1407.0,2947.0
6238,8,1336.0,2947.0
6239,8,1188.0,2947.0
6240,8,517.4230769230769,
6241,8,753.0,2947.0
6242,8,1050.0,2947.0
6243,8,1280.0,2947.0
6244,8,1350.0,2947.0
6245,8,1368.0,2947.0
6246,8,1353.0,2947.0
6247,8,1319.0,2947.0
6248,8,1269.0,2947.0
6249,8,1055.0,2947.0
6250,8,539.0,2947.0
6251,8,663.0,2947.0
6252,8,1074.0,2947.0
6253,8,1161.0,2947.0
6254,8,1310.0,2947.0
6255,8,1321.0,2947.0
6256,8,1318.0,2947.0
6257,8,1276.0,2947.0
6258,8,1246.0,2947.0
6259,8,1161.0,2947.0
6260,8,517.4230769230769,
6261,8,655.0,2947.0
6262,8,919.0,2947.0
6263,8,1067.0,2947.0
6264,8,1142.0,2947.0
6265,8,1183.0,2947.0
6266,8,1213.0,2947.0
6267,8,1207.0,2947.0
6268,8,1131.0,2947.0
6269,8,1032.0,2947.0
6270,8,517.4230769230769,
6271,8,460.0,2947.0
6272,8,554.0,2947.0
6273,8,679.0,2947.0
6274,8,759.0,2947.0
6275,8,826.0,2947.0
6276,8,907.0,2947.0
6277,8,939.0,2947.0
6278,8,961.0,2947.0
6279,8,974.0,2947.0
6280,8,517.4230769230769,
6281,8,573.0,2947.0
6282,8,832.0,2947.0
6283,8,888.0,2947.0
6284,8,905.0,2947.0
6285,8,915.0,2947.0
6286,8,945.0,2947.0
6287,8,901.0,2947.0
6288,8,831.0,2947.0
6289,8,727.0,2947.0
6290,8,517.4230769230769,
6291,8,627.0,2947.0
6292,8,926.0,2947.0
6293,8,1147.0,2947.0
6294,8,1243.0,2947.0
6295,8,1290.0,2947.0
6296,8,1301.0,2947.0
6297,8,1297.0,2947.0
6298,8,1205.0,2947.0
6299,8,1111.0,2947.0
6300,8,517.4230769230769,
6301,8,787.0,2947.0
6302,8,1087.0,2947.0
6303,8,1335.0,2947.0
6304,8,1406.0,2947.0
6305,8,1415.0,2947.0
6306,8,1418.0,2947.0
6307,8,1372.0,2947.0
6308,8,1328.0,2947.0
6309,8,1113.0,2947.0
6310,8,517.4230769230769,
6311,8,949.0,2947.0
6312,8,1228.0,2947.0
6313,8,1366.0,2947.0
6314,8,1381.0,2947.0
6315,8,1360.0,2947.0
6316,8,1366.0,2947.0
6317,8,1318.0,2947.0
6318,8,1225.0,2947.0
6319,8,1093.0,2947.0
6320,8,517.4230769230769,
6321,8,664.7222222222222,
6322,8,896.3472222222222,
6323,8,1046.9722222222222,
6324,8,1130.625,
6325,8,1175.625,
6326,8,1202.875,
6327,8,1203.0972222222222,
6328,8,1162.7222222222222,
6329,8,1065.7916666666667,
6330,8,517.4230769230769,
6331,8,664.7222222222222,
6332,8,896.3472222222222,
6333,8,1046.9722222222222,
6334,8,1130.625,
6335,8,1175.625,
6336,8,1202.875,
6337,8,1203.0972222222222,
6338,8,1162.7222222222222,
6339,8,1065.7916666666667,
6340,8,358.0,2947.0
6341,8,401.0,2947.0
6342,8,471.0,2947.0
6343,8,572.0,2947.0
6344,8,684.0,2947.0
6345,8,810.0,2947.0
6346,8,844.0,2947.0
6347,8,860.0,2947.0
6348,8,889.0,2947.0
6349,8,861.0,2947.0
6350,8,421.0,2947.0
6351,8,443.0,2947.0
6352,8,475.0,2947.0
6353,8,586.0,2947.0
6354,8,664.0,2947.0
6355,8,717.0,2947.0
6356,8,801.0,2947.0
6357,8,836.0,2947.0
6358,8,833.0,2947.0
6359,8,750.0,2947.0
6360,8,475.0,2947.0
6361,8,647.0,2947.0
6362,8,960.0,2947.0
6363,8,1032.0,2947.0
6364,8,1125.0,2947.0
6365,8,1241.0,2947.0
6366,8,1260.0,2947.0
6367,8,1265.0,2947.0
6368,8,1224.0,2947.0
6369,8,1147.0,2947.0
6370,8,517.4230769230769,
6371,8,721.0,2947.0
6372,8,1136.0,2947.0
6373,8,1265.0,2947.0
6374,8,1324.0,2947.0
6375,8,1403.0,2947.0
6376,8,1409.0,2947.0
6377,8,1409.0,2947.0
6378,8,1346.0,2947.0
6379,8,1127.0,2947.0
6380,8,573.0,2947.0
6381,8,895.0,2947.0
