,municipality_id,usage,total_capacity
5390,7,718.0,2019.0
5391,7,873.0,2019.0
5392,7,1151.0,2019.0
5393,7,1373.0,2019.0
5394,7,1479.0,2019.0
5395,7,1493.0,2019.0
5396,7,1470.0,2019.0
5397,7,1461.0,2019.0
5398,7,1297.0,2019.0
5399,7,1184.0,2019.0
5400,7,744.0,2019.0
5401,7,826.0,2019.0
5402,7,1099.0,2019.0
5403,7,1348.0,2019.0
5404,7,1445.0,2019.0
5405,7,1499.0,2019.0
5406,7,1471.0,2019.0
5407,7,1423.0,2019.0
5408,7,1272.0,2019.0
5409,7,1207.0,2019.0
5410,7,769.0,2019.0
5411,7,949.0,2019.0
5412,7,1064.0,2019.0
5413,7,1324.0,2019.0
5414,7,1372.0,2019.0
5415,7,1445.0,2019.0
5416,7,1373.0,2019.0
5417,7,1315.0,2019.0
5418,7,1277.0,2019.0
5419,7,1166.0,2019.0
5420,7,690.2307692307693,
5421,7,880.0,2019.0
5422,7,1156.0,2019.0
5423,7,1274.0,2019.0
5424,7,1309.0,2019.0
5425,7,1370.0,2019.0
5426,7,1375.0,2019.0
5427,7,1320.0,2019.0
5428,7,1231.0,2019.0
5429,7,1075.0,2019.0
5430,7,700.0,2019.0
5431,7,766.0,2019.0
5432,7,831.0,2019.0
5433,7,964.0,2019.0
5434,7,996.0,2019.0
5435,7,1113.0,2019.0
5436,7,1266.0,2019.0
5437,7,1397.0,2019.0
5438,7,1430.0,2019.0
5439,7,1402.0,2019.0
5440,7,690.2307692307693,
5441,7,650.0,2019.0
5442,7,682.0,2019.0
5443,7,709.0,2019.0
5444,7,856.0,2019.0
5445,7,912.0,2019.0
5446,7,987.0,2019.0
5447,7,1045.0,2019.0
5448,7,1055.0,2019.0
5449,7,977.0,2019.0
5450,7,690.2307692307693,
5451,7,638.0,2019.0
5452,7,870.0,2019.0
5453,7,1121.0,2019.0
5454,7,1187.0,2019.0
5455,7,1213.0,2019.0
5456,7,1247.0,2019.0
5457,7,1223.0,2019.0
5458,7,1099.0,2019.0
5459,7,983.0,2019.0
5460,7,690.2307692307693,
5461,7,905.0,2019.0
5462,7,1188.0,2019.0
5463,7,1378.0,2019.0
5464,7,1417.0,2019.0
5465,7,1468.0,2019.0
5466,7,1483.0,2019.0
5467,7,1471.0,2019.0
5468,7,1389.0,2019.0
5469,7,1230.0,2019.0
5470,7,690.2307692307693,
5471,7,845.0,2019.0
5472,7,1033.0,2019.0
5473,7,1259.0,2019.0
5474,7,1347.0,2019.0
5475,7,1413.0,2019.0
5476,7,1440.0,2019.0
5477,7,1378.0,2019.0
5478,7,1303.0,2019.0
5479,7,1084.0,2019.0
5480,7,726.0,2019.0
5481,7,791.0,2019.0
5482,7,1061.0,2019.0
5483,7,1174.0,2019.0
5484,7,1343.0,2019.0
5485,7,1364.0,2019.0
5486,7,1385.0,2019.0
5487,7,1362.0,2019.0
5488,7,1297.0,2019.0
5489,7,1214.0,2019.0
5490,7,690.2307692307693,
5491,7,770.0,2019.0
5492,7,964.0,2019.0
5493,7,1111.0,2019.0
5494,7,1202.0,2019.0
5495,7,1242.0,2019.0
5496,7,1269.0,2019.0
5497,7,1256.0,2019.0
5498,7,1193.0,2019.0
5499,7,1057.0,2019.0
5500,7,690.2307692307693,
5501,7,640.0,2019.0
5502,7,769.0,2019.0
5503,7,928.0,2019.0
5504,7,1009.0,2019.0
5505,7,1132.0,2019.0
5506,7,1294.0,2019.0
5507,7,1410.0,2019.0
5508,7,1422.0,2019.0
5509,7,1411.0,2019.0
5510,7,690.2307692307693,
5511,7,755.0,2019.0
5512,7,1120.0,2019.0
5513,7,1216.0,2019.0
5514,7,1310.0,2019.0
5515,7,1417.0,2019.0
5516,7,1458.0,2019.0
5517,7,1359.0,2019.0
5518,7,1232.0,2019.0
5519,7,965.0,2019.0
5520,7,690.2307692307693,
5521,7,672.0,2019.0
5522,7,862.0,2019.0
5523,7,1080.0,2019.0
5524,7,1199.0,2019.0
5525,7,1256.0,2019.0
5526,7,1268.0,2019.0
5527,7,1278.0,2019.0
5528,7,1184.0,2019.0
5529,7,1062.0,2019.0
5530,7,690.2307692307693,
5531,7,839.0,2019.0
5532,7,1041.0,2019.0
5533,7,1291.0,2019.0
5534,7,1377.0,2019.0
5535,7,1406.0,2019.0
5536,7,1423.0,2019.0
5537,7,1367.0,2019.0
5538,7,1310.0,2019.0
5539,7,1117.0,2019.0
5540,7,690.2307692307693,
5541,7,919.0,2019.0
5542,7,1185.0,2019.0
5543,7,1358.0,2019.0
5544,7,1399.0,2019.0
5545,7,1455.0,2019.0
5546,7,1458.0,2019.0
5547,7,1401.0,2019.0
5548,7,1260.0,2019.0
5549,7,1133.0,2019.0
5550,7,690.2307692307693,
5551,7,754.8333333333334,
5552,7,941.8611111111111,
5553,7,1116.263888888889,
5554,7,1238.75,
5555,7,1328.638888888889,
5556,7,1387.5694444444443,
5557,7,1394.2222222222222,
5558,7,1330.5416666666667,
5559,7,1202.1944444444443,
5560,7,690.2307692307693,
5561,7,754.8333333333334,
5562,7,941.8611111111111,
5563,7,1116.263888888889,
5564,7,1238.75,
5565,7,1328.638888888889,
5566,7,1387.5694444444443,
5567,7,1394.2222222222222,
5568,7,1330.5416666666667,
5569,7,1202.1944444444443,
5570,7,553.0,2019.0
5571,7,611.0,2019.0
5572,7,729.0,2019.0
5573,7,846.0,2019.0
5574,7,988.0,2019.0
5575,7,1192.0,2019.0
5576,7,1309.0,2019.0
5577,7,1366.0,2019.0
5578,7,1372.0,2019.0
5579,7,1315.0,2019.0
5580,7,648.0,2019.0
5581,7,678.0,2019.0
5582,7,719.0,2019.0
5583,7,836.0,2019.0
5584,7,939.0,2019.0
5585,7,1002.0,2019.0
5586,7,1291.0,2019.0
5587,7,1369.0,2019.0
5588,7,1323.0,2019.0
5589,7,1107.0,2019.0
5590,7,581.0,2019.0
5591,7,670.0,2019.0
5592,7,898.0,2019.0
5593,7,967.0,2019.0
5594,7,1063.0,2019.0
5595,7,1213.0,2019.0
5596,7,1220.0,2019.0
5597,7,1192.0,2019.0
5598,7,1132.0,2019.0
5599,7,1078.0,2019.0
5600,7,690.2307692307693,
5601,7,741.0,2019.0
5602,7,1051.0,2019.0
5603,7,1168.0,2019.0
5604,7,1258.0,2019.0
5605,7,1345.0,2019.0
5606,7,1394.0,2019.0
5607,7,1399.0,2019.0
5608,7,1376.0,2019.0
5609,7,1138.0,2019.0
5610,7,708.0,2019.0
5611,7,901.0,2019.0
5612,7,1121.0,2019.0
5613,7,1265.0,2019.0
5614,7,1312.0,2019.0
5615,7,1404.0,2019.0
5616,7,1447.0,2019.0
5617,7,1427.0,2019.0
5618,7,1380.0,2019.0
5619,7,1178.0,2019.0
5620,7,749.0,2019.0
5621,7,930.0,2019.0
5622,7,1081.0,2019.0
5623,7,1237.0,2019.0
5624,7,1350.0,2019.0
5625,7,1460.0,2019.0
5626,7,1490.0,2019.0
5627,7,1477.0,2019.0
5628,7,1410.0,2019.0
5629,7,1226.0,2019.0
5630,7,690.2307692307693,
5631,7,830.0,2019.0
5632,7,922.0,2019.0
5633,7,1123.0,2019.0
5634,7,1187.0,2019.0
5635,7,1280.0,2019.0
5636,7,1384.0,2019.0
5637,7,1387.0,2019.0
5638,7,1374.0,2019.0
5639,7,1209.0,2019.0
5640,7,676.0,2019.0
5641,7,731.0,2019.0
5642,7,866.0,2019.0
5643,7,1052.0,2019.0
5644,7,1093.0,2019.0
5645,7,1275.0,2019.0
5646,7,1379.0,2019.0
5647,7,1507.0,2019.0
5648,7,1494.0,2019.0
5649,7,1441.0,2019.0
5650,7,733.0,2019.0
5651,7,739.0,2019.0
5652,7,930.0,2019.0
5653,7,1096.0,2019.0
5654,7,1161.0,2019.0
5655,7,1226.0,2019.0
5656,7,1269.0,2019.0
5657,7,1248.0,2019.0
5658,7,1209.0,2019.0
5659,7,1064.0,2019.0
5660,7,690.2307692307693,
5661,7,676.0,2019.0
5662,7,878.0,2019.0
5663,7,1117.0,2019.0
5664,7,1242.0,2019.0
5665,7,1297.0,2019.0
5666,7,1323.0,2019.0
5667,7,1302.0,2019.0
5668,7,1213.0,2019.0
5669,7,1108.0,2019.0
5670,7,659.0,2019.0
5671,7,790.0,2019.0
5672,7,1048.0,2019.0
5673,7,1210.0,2019.0
5674,7,1296.0,2019.0
5675,7,1312.0,2019.0
5676,7,1364.0,2019.0
5677,7,1384.0,2019.0
5678,7,1241.0,2019.0
5679,7,1141.0,2019.0
5680,7,690.2307692307693,
5681,7,829.0,2019.0
5682,7,1024.0,2019.0
5683,7,1226.0,2019.0
5684,7,1344.0,2019.0
5685,7,1413.0,2019.0
5686,7,1300.0,2019.0
5687,7,1255.0,2019.0
5688,7,1213.0,2019.0
5689,7,1053.0,2019.0
5690,7,690.2307692307693,
5691,7,796.0,2019.0
5692,7,887.0,2019.0
5693,7,1043.0,2019.0
5694,7,1149.0,2019.0
5695,7,1175.0,2019.0
5696,7,1232.0,2019.0
5697,7,1175.0,2019.0
5698,7,1100.0,2019.0
5699,7,945.0,2019.0
