,municipality_id,usage,total_capacity
3850,5,70.0,587.0
3851,5,89.0,587.0
3852,5,159.0,587.0
3853,5,228.0,587.0
3854,5,268.0,587.0
3855,5,275.0,587.0
3856,5,278.0,587.0
3857,5,247.0,587.0
3858,5,174.0,587.0
3859,5,171.0,587.0
3860,5,63.0,587.0
3861,5,68.0,587.0
3862,5,92.0,587.0
3863,5,137.0,587.0
3864,5,171.0,587.0
3865,5,192.0,587.0
3866,5,188.0,587.0
3867,5,167.0,587.0
3868,5,138.0,587.0
3869,5,130.0,587.0
3870,5,67.0,587.0
3871,5,79.0,587.0
3872,5,104.0,587.0
3873,5,186.0,587.0
3874,5,200.0,587.0
3875,5,215.0,587.0
3876,5,217.0,587.0
3877,5,184.0,587.0
3878,5,167.0,587.0
3879,5,144.0,587.0
3880,5,45.0,
3881,5,70.0,587.0
3882,5,137.0,587.0
3883,5,197.0,587.0
3884,5,208.0,587.0
3885,5,219.0,587.0
3886,5,210.0,587.0
3887,5,202.0,587.0
3888,5,181.0,587.0
3889,5,141.0,587.0
3890,5,67.0,587.0
3891,5,84.0,587.0
3892,5,113.0,587.0
3893,5,232.0,587.0
3894,5,263.0,587.0
3895,5,329.0,587.0
3896,5,366.0,587.0
3897,5,409.0,587.0
3898,5,415.0,587.0
3899,5,390.0,587.0
3900,5,45.0,
3901,5,51.0,587.0
3902,5,59.0,587.0
3903,5,73.0,587.0
3904,5,157.0,587.0
3905,5,179.0,587.0
3906,5,214.0,587.0
3907,5,218.0,587.0
3908,5,200.0,587.0
3909,5,164.0,587.0
3910,5,45.0,
3911,5,65.0,587.0
3912,5,82.0,587.0
3913,5,153.0,587.0
3914,5,168.0,587.0
3915,5,180.0,587.0
3916,5,185.0,587.0
3917,5,170.0,587.0
3918,5,139.0,587.0
3919,5,123.0,587.0
3920,5,45.0,
3921,5,83.0,587.0
3922,5,138.0,587.0
3923,5,209.0,587.0
3924,5,228.0,587.0
3925,5,234.0,587.0
3926,5,226.0,587.0
3927,5,217.0,587.0
3928,5,176.0,587.0
3929,5,159.0,587.0
3930,5,45.0,
3931,5,66.0,587.0
3932,5,82.0,587.0
3933,5,121.0,587.0
3934,5,137.0,587.0
3935,5,167.0,587.0
3936,5,173.0,587.0
3937,5,176.0,587.0
3938,5,149.0,587.0
3939,5,120.0,587.0
3940,5,67.0,587.0
3941,5,74.0,587.0
3942,5,136.0,587.0
3943,5,175.0,587.0
3944,5,239.0,587.0
3945,5,240.0,587.0
3946,5,223.0,587.0
3947,5,190.0,587.0
3948,5,171.0,587.0
3949,5,141.0,587.0
3950,5,45.0,
3951,5,66.0,587.0
3952,5,109.0,587.0
3953,5,166.0,587.0
3954,5,229.0,587.0
3955,5,233.0,587.0
3956,5,214.0,587.0
3957,5,191.0,587.0
3958,5,180.0,587.0
3959,5,147.0,587.0
3960,5,45.0,
3961,5,72.0,587.0
3962,5,110.0,587.0
